source_id,stratum,N_h,n_h,inclusion_probability,population_weight,inclusion_probability_exact,population_weight_exact,wording,requested_relation,episode_index,replan_index,sampling_seed,source_chunk_dir,status,alignment_status,media_status,human_label_status
cosmos_canonical/RubiksCubeRightOfBowlMatchedTask/episode_009/chunk_002,forecast_abstention_execution_negative,259,40,0.15444015444015444,6.475,40/259,259/40,canonical,right,9,2,6109002,/home/ali/projects/RoboLab/output/v1_cosmos_canonical/RubiksCubeRightOfBowlMatchedTask/predicted_chunks/episode_009/chunk_002,PROVISIONAL PRE-ANNOTATION DESIGN,pending_recovery_and_verification,pending_recovery_and_verification,not_collected
cosmos_contrastive/RubiksCubeLeftOfBowlMatchedTask/episode_001/chunk_005,forecast_abstention_execution_negative,259,40,0.15444015444015444,6.475,40/259,259/40,contrastive,left,1,5,7201005,/home/ali/projects/RoboLab/output/v1_cosmos_contrastive/RubiksCubeLeftOfBowlMatchedTask/predicted_chunks/episode_001/chunk_005,PROVISIONAL PRE-ANNOTATION DESIGN,pending_recovery_and_verification,pending_recovery_and_verification,not_collected
cosmos_contrastive/RubiksCubeLeftOfBowlMatchedTask/episode_002/chunk_002,forecast_abstention_execution_negative,259,40,0.15444015444015444,6.475,40/259,259/40,contrastive,left,2,2,7202002,/home/ali/projects/RoboLab/output/v1_cosmos_contrastive/RubiksCubeLeftOfBowlMatchedTask/predicted_chunks/episode_002/chunk_002,PROVISIONAL PRE-ANNOTATION DESIGN,pending_recovery_and_verification,pending_recovery_and_verification,not_collected
cosmos_contrastive/RubiksCubeLeftOfBowlMatchedTask/episode_005/chunk_002,forecast_abstention_execution_negative,259,40,0.15444015444015444,6.475,40/259,259/40,contrastive,left,5,2,7205002,/home/ali/projects/RoboLab/output/v1_cosmos_contrastive/RubiksCubeLeftOfBowlMatchedTask/predicted_chunks/episode_005/chunk_002,PROVISIONAL PRE-ANNOTATION DESIGN,pending_recovery_and_verification,pending_recovery_and_verification,not_collected
cosmos_contrastive/RubiksCubeLeftOfBowlMatchedTask/episode_005/chunk_008,forecast_abstention_execution_negative,259,40,0.15444015444015444,6.475,40/259,259/40,contrastive,left,5,8,7205008,/home/ali/projects/RoboLab/output/v1_cosmos_contrastive/RubiksCubeLeftOfBowlMatchedTask/predicted_chunks/episode_005/chunk_008,PROVISIONAL PRE-ANNOTATION DESIGN,pending_recovery_and_verification,pending_recovery_and_verification,not_collected
cosmos_contrastive/RubiksCubeLeftOfBowlMatchedTask/episode_005/chunk_014,forecast_abstention_execution_negative,259,40,0.15444015444015444,6.475,40/259,259/40,contrastive,left,5,14,7205014,/home/ali/projects/RoboLab/output/v1_cosmos_contrastive/RubiksCubeLeftOfBowlMatchedTask/predicted_chunks/episode_005/chunk_014,PROVISIONAL PRE-ANNOTATION DESIGN,pending_recovery_and_verification,pending_recovery_and_verification,not_collected
cosmos_contrastive/RubiksCubeLeftOfBowlMatchedTask/episode_007/chunk_008,forecast_abstention_execution_negative,259,40,0.15444015444015444,6.475,40/259,259/40,contrastive,left,7,8,7207008,/home/ali/projects/RoboLab/output/v1_cosmos_contrastive/RubiksCubeLeftOfBowlMatchedTask/predicted_chunks/episode_007/chunk_008,PROVISIONAL PRE-ANNOTATION DESIGN,pending_recovery_and_verification,pending_recovery_and_verification,not_collected
cosmos_contrastive/RubiksCubeLeftOfBowlMatchedTask/episode_009/chunk_014,forecast_abstention_execution_negative,259,40,0.15444015444015444,6.475,40/259,259/40,contrastive,left,9,14,7209014,/home/ali/projects/RoboLab/output/v1_cosmos_contrastive/RubiksCubeLeftOfBowlMatchedTask/predicted_chunks/episode_009/chunk_014,PROVISIONAL PRE-ANNOTATION DESIGN,pending_recovery_and_verification,pending_recovery_and_verification,not_collected
cosmos_contrastive/RubiksCubeRightOfBowlMatchedTask/episode_000/chunk_007,forecast_abstention_execution_negative,259,40,0.15444015444015444,6.475,40/259,259/40,contrastive,right,0,7,7200007,/home/ali/projects/RoboLab/output/v1_cosmos_contrastive/RubiksCubeRightOfBowlMatchedTask/predicted_chunks/episode_000/chunk_007,PROVISIONAL PRE-ANNOTATION DESIGN,pending_recovery_and_verification,pending_recovery_and_verification,not_collected
cosmos_contrastive/RubiksCubeRightOfBowlMatchedTask/episode_003/chunk_001,forecast_abstention_execution_negative,259,40,0.15444015444015444,6.475,40/259,259/40,contrastive,right,3,1,7203001,/home/ali/projects/RoboLab/output/v1_cosmos_contrastive/RubiksCubeRightOfBowlMatchedTask/predicted_chunks/episode_003/chunk_001,PROVISIONAL PRE-ANNOTATION DESIGN,pending_recovery_and_verification,pending_recovery_and_verification,not_collected
cosmos_declarative/RubiksCubeLeftOfBowlMatchedTask/episode_002/chunk_002,forecast_abstention_execution_negative,259,40,0.15444015444015444,6.475,40/259,259/40,declarative,left,2,2,7202002,/home/ali/projects/RoboLab/output/v1_cosmos_declarative/RubiksCubeLeftOfBowlMatchedTask/predicted_chunks/episode_002/chunk_002,PROVISIONAL PRE-ANNOTATION DESIGN,pending_recovery_and_verification,pending_recovery_and_verification,not_collected
cosmos_declarative/RubiksCubeLeftOfBowlMatchedTask/episode_004/chunk_004,forecast_abstention_execution_negative,259,40,0.15444015444015444,6.475,40/259,259/40,declarative,left,4,4,7204004,/home/ali/projects/RoboLab/output/v1_cosmos_declarative/RubiksCubeLeftOfBowlMatchedTask/predicted_chunks/episode_004/chunk_004,PROVISIONAL PRE-ANNOTATION DESIGN,pending_recovery_and_verification,pending_recovery_and_verification,not_collected
cosmos_declarative/RubiksCubeLeftOfBowlMatchedTask/episode_009/chunk_002,forecast_abstention_execution_negative,259,40,0.15444015444015444,6.475,40/259,259/40,declarative,left,9,2,7209002,/home/ali/projects/RoboLab/output/v1_cosmos_declarative/RubiksCubeLeftOfBowlMatchedTask/predicted_chunks/episode_009/chunk_002,PROVISIONAL PRE-ANNOTATION DESIGN,pending_recovery_and_verification,pending_recovery_and_verification,not_collected
cosmos_declarative/RubiksCubeRightOfBowlMatchedTask/episode_002/chunk_002,forecast_abstention_execution_negative,259,40,0.15444015444015444,6.475,40/259,259/40,declarative,right,2,2,7202002,/home/ali/projects/RoboLab/output/v1_cosmos_declarative/RubiksCubeRightOfBowlMatchedTask/predicted_chunks/episode_002/chunk_002,PROVISIONAL PRE-ANNOTATION DESIGN,pending_recovery_and_verification,pending_recovery_and_verification,not_collected
cosmos_declarative/RubiksCubeRightOfBowlMatchedTask/episode_002/chunk_010,forecast_abstention_execution_negative,259,40,0.15444015444015444,6.475,40/259,259/40,declarative,right,2,10,7202010,/home/ali/projects/RoboLab/output/v1_cosmos_declarative/RubiksCubeRightOfBowlMatchedTask/predicted_chunks/episode_002/chunk_010,PROVISIONAL PRE-ANNOTATION DESIGN,pending_recovery_and_verification,pending_recovery_and_verification,not_collected
cosmos_declarative/RubiksCubeRightOfBowlMatchedTask/episode_003/chunk_003,forecast_abstention_execution_negative,259,40,0.15444015444015444,6.475,40/259,259/40,declarative,right,3,3,7203003,/home/ali/projects/RoboLab/output/v1_cosmos_declarative/RubiksCubeRightOfBowlMatchedTask/predicted_chunks/episode_003/chunk_003,PROVISIONAL PRE-ANNOTATION DESIGN,pending_recovery_and_verification,pending_recovery_and_verification,not_collected
cosmos_declarative/RubiksCubeRightOfBowlMatchedTask/episode_005/chunk_006,forecast_abstention_execution_negative,259,40,0.15444015444015444,6.475,40/259,259/40,declarative,right,5,6,7205006,/home/ali/projects/RoboLab/output/v1_cosmos_declarative/RubiksCubeRightOfBowlMatchedTask/predicted_chunks/episode_005/chunk_006,PROVISIONAL PRE-ANNOTATION DESIGN,pending_recovery_and_verification,pending_recovery_and_verification,not_collected
cosmos_declarative/RubiksCubeRightOfBowlMatchedTask/episode_006/chunk_002,forecast_abstention_execution_negative,259,40,0.15444015444015444,6.475,40/259,259/40,declarative,right,6,2,7206002,/home/ali/projects/RoboLab/output/v1_cosmos_declarative/RubiksCubeRightOfBowlMatchedTask/predicted_chunks/episode_006/chunk_002,PROVISIONAL PRE-ANNOTATION DESIGN,pending_recovery_and_verification,pending_recovery_and_verification,not_collected
cosmos_declarative/RubiksCubeRightOfBowlMatchedTask/episode_007/chunk_004,forecast_abstention_execution_negative,259,40,0.15444015444015444,6.475,40/259,259/40,declarative,right,7,4,7207004,/home/ali/projects/RoboLab/output/v1_cosmos_declarative/RubiksCubeRightOfBowlMatchedTask/predicted_chunks/episode_007/chunk_004,PROVISIONAL PRE-ANNOTATION DESIGN,pending_recovery_and_verification,pending_recovery_and_verification,not_collected
cosmos_declarative/RubiksCubeRightOfBowlMatchedTask/episode_007/chunk_005,forecast_abstention_execution_negative,259,40,0.15444015444015444,6.475,40/259,259/40,declarative,right,7,5,7207005,/home/ali/projects/RoboLab/output/v1_cosmos_declarative/RubiksCubeRightOfBowlMatchedTask/predicted_chunks/episode_007/chunk_005,PROVISIONAL PRE-ANNOTATION DESIGN,pending_recovery_and_verification,pending_recovery_and_verification,not_collected
cosmos_vague/RubiksCubeLeftOfBowlMatchedTask/episode_006/chunk_004,forecast_abstention_execution_negative,259,40,0.15444015444015444,6.475,40/259,259/40,short,left,6,4,6106004,/home/ali/projects/RoboLab/output/v1_cosmos_vague/RubiksCubeLeftOfBowlMatchedTask/predicted_chunks/episode_006/chunk_004,PROVISIONAL PRE-ANNOTATION DESIGN,pending_recovery_and_verification,pending_recovery_and_verification,not_collected
cosmos_vague/RubiksCubeLeftOfBowlMatchedTask/episode_006/chunk_005,forecast_abstention_execution_negative,259,40,0.15444015444015444,6.475,40/259,259/40,short,left,6,5,6106005,/home/ali/projects/RoboLab/output/v1_cosmos_vague/RubiksCubeLeftOfBowlMatchedTask/predicted_chunks/episode_006/chunk_005,PROVISIONAL PRE-ANNOTATION DESIGN,pending_recovery_and_verification,pending_recovery_and_verification,not_collected
cosmos_vague/RubiksCubeLeftOfBowlMatchedTask/episode_007/chunk_005,forecast_abstention_execution_negative,259,40,0.15444015444015444,6.475,40/259,259/40,short,left,7,5,6107005,/home/ali/projects/RoboLab/output/v1_cosmos_vague/RubiksCubeLeftOfBowlMatchedTask/predicted_chunks/episode_007/chunk_005,PROVISIONAL PRE-ANNOTATION DESIGN,pending_recovery_and_verification,pending_recovery_and_verification,not_collected
cosmos_vague/RubiksCubeLeftOfBowlMatchedTask/episode_007/chunk_010,forecast_abstention_execution_negative,259,40,0.15444015444015444,6.475,40/259,259/40,short,left,7,10,6107010,/home/ali/projects/RoboLab/output/v1_cosmos_vague/RubiksCubeLeftOfBowlMatchedTask/predicted_chunks/episode_007/chunk_010,PROVISIONAL PRE-ANNOTATION DESIGN,pending_recovery_and_verification,pending_recovery_and_verification,not_collected
cosmos_vague/RubiksCubeLeftOfBowlMatchedTask/episode_007/chunk_014,forecast_abstention_execution_negative,259,40,0.15444015444015444,6.475,40/259,259/40,short,left,7,14,6107014,/home/ali/projects/RoboLab/output/v1_cosmos_vague/RubiksCubeLeftOfBowlMatchedTask/predicted_chunks/episode_007/chunk_014,PROVISIONAL PRE-ANNOTATION DESIGN,pending_recovery_and_verification,pending_recovery_and_verification,not_collected
cosmos_vague/RubiksCubeLeftOfBowlMatchedTask/episode_008/chunk_010,forecast_abstention_execution_negative,259,40,0.15444015444015444,6.475,40/259,259/40,short,left,8,10,6108010,/home/ali/projects/RoboLab/output/v1_cosmos_vague/RubiksCubeLeftOfBowlMatchedTask/predicted_chunks/episode_008/chunk_010,PROVISIONAL PRE-ANNOTATION DESIGN,pending_recovery_and_verification,pending_recovery_and_verification,not_collected
cosmos_vague/RubiksCubeLeftOfBowlMatchedTask/episode_009/chunk_002,forecast_abstention_execution_negative,259,40,0.15444015444015444,6.475,40/259,259/40,short,left,9,2,6109002,/home/ali/projects/RoboLab/output/v1_cosmos_vague/RubiksCubeLeftOfBowlMatchedTask/predicted_chunks/episode_009/chunk_002,PROVISIONAL PRE-ANNOTATION DESIGN,pending_recovery_and_verification,pending_recovery_and_verification,not_collected
cosmos_vague/RubiksCubeLeftOfBowlMatchedTask/episode_009/chunk_012,forecast_abstention_execution_negative,259,40,0.15444015444015444,6.475,40/259,259/40,short,left,9,12,6109012,/home/ali/projects/RoboLab/output/v1_cosmos_vague/RubiksCubeLeftOfBowlMatchedTask/predicted_chunks/episode_009/chunk_012,PROVISIONAL PRE-ANNOTATION DESIGN,pending_recovery_and_verification,pending_recovery_and_verification,not_collected
cosmos_vague/RubiksCubeRightOfBowlMatchedTask/episode_006/chunk_001,forecast_abstention_execution_negative,259,40,0.15444015444015444,6.475,40/259,259/40,short,right,6,1,6106001,/home/ali/projects/RoboLab/output/v1_cosmos_vague/RubiksCubeRightOfBowlMatchedTask/predicted_chunks/episode_006/chunk_001,PROVISIONAL PRE-ANNOTATION DESIGN,pending_recovery_and_verification,pending_recovery_and_verification,not_collected
cosmos_vague/RubiksCubeRightOfBowlMatchedTask/episode_007/chunk_002,forecast_abstention_execution_negative,259,40,0.15444015444015444,6.475,40/259,259/40,short,right,7,2,6107002,/home/ali/projects/RoboLab/output/v1_cosmos_vague/RubiksCubeRightOfBowlMatchedTask/predicted_chunks/episode_007/chunk_002,PROVISIONAL PRE-ANNOTATION DESIGN,pending_recovery_and_verification,pending_recovery_and_verification,not_collected
