pool_id,steering_trajectory_id,source_collection,canonical_task,canonical_subtask,slot_index,command,automatic_class,rule_reason,secondary_review_required,primary_manual_class,primary_same_intent_with_canonical,primary_reviewer,primary_review_notes,secondary_manual_class,secondary_same_intent_with_canonical,secondary_reviewer,secondary_review_notes,adjudicated_class,adjudicated_same_intent_with_canonical,adjudicator,adjudication_notes
pool_139df9af66a34780,30401,bridge_data_v2,put the red object on top of the desk,Place the red object on the desk,4,Open the gripper,atomic_motion_or_gripper_command,high_precision_atomic_pattern,True,,,,,,,,,,,,
pool_139df9af66a34780,30401,bridge_data_v2,put the red object on top of the desk,Place the red object on the desk,5,"Place the object on the desk by opening the gripper along these points: [168, 106], [171, 114], [165, 105]",multi_point_gripper_trace,two_or_more_coordinate_pairs,True,,,,,,,,,,,,
pool_139df9af66a34780,30401,bridge_data_v2,put the red object on top of the desk,Place the red object on the desk,6,"Open the gripper to place the object on the desk near [170, 108]",hybrid_or_added_behavioral_semantics,coordinate_plus_terminal_action_direction_or_sequence,True,,,,,,,,,,,,
pool_e4e3f823853659d2,12040,bridge_data_v2,unfold the cloth,Grasp the Cloth,0,"Close the gripper on the cloth at [103, 142] then release",hybrid_or_added_behavioral_semantics,coordinate_plus_terminal_action_direction_or_sequence,False,,,,,,,,,,,,
pool_e4e3f823853659d2,12040,bridge_data_v2,unfold the cloth,Grasp the Cloth,1,Grasp the Cloth,subtask_same_intent_paraphrase_candidate,canonical_subtask_exact_normalized_match,False,,,,,,,,,,,,
pool_e4e3f823853659d2,12040,bridge_data_v2,unfold the cloth,Grasp the Cloth,2,"Grasp the cloth near the gripper position [81, 179]",point_coordinate_grounding,one_coordinate_pair,False,,,,,,,,,,,,
pool_e4e3f823853659d2,12040,bridge_data_v2,unfold the cloth,Grasp the Cloth,3,Close the gripper on the cloth,hybrid_or_added_behavioral_semantics,sequencing_marker_or_additional_action_family,False,,,,,,,,,,,,
pool_e4e3f823853659d2,12040,bridge_data_v2,unfold the cloth,Grasp the Cloth,4,Grasp the cloth,subtask_same_intent_paraphrase_candidate,canonical_subtask_exact_normalized_match,False,,,,,,,,,,,,
pool_e4e3f823853659d2,12040,bridge_data_v2,unfold the cloth,Grasp the Cloth,5,"Move up and close gripper, open gripper",atomic_motion_or_gripper_command,high_precision_atomic_pattern,False,,,,,,,,,,,,
pool_e4e3f823853659d2,12040,bridge_data_v2,unfold the cloth,Grasp the Cloth,6,Close gripper,atomic_motion_or_gripper_command,high_precision_atomic_pattern,False,,,,,,,,,,,,
pool_e4e3f823853659d2,12040,bridge_data_v2,unfold the cloth,Grasp the Cloth,7,"Grasp the cloth at [103, 142]",point_coordinate_grounding,one_coordinate_pair,False,,,,,,,,,,,,
pool_e4e3f823853659d2,12040,bridge_data_v2,unfold the cloth,Grasp the Cloth,8,"Close gripper around cloth at [103, 142], then slightly release",hybrid_or_added_behavioral_semantics,coordinate_plus_terminal_action_direction_or_sequence,False,,,,,,,,,,,,
pool_e4e3f823853659d2,12040,bridge_data_v2,unfold the cloth,Grasp the Cloth,9,unfold the cloth,task_level_language,shared_trajectory_task_exact_normalized_match,False,,,,,,,,,,,,
pool_e4e3f823853659d2,12040,bridge_data_v2,unfold the cloth,Grasp the Cloth,10,"Close gripper, then move up and backward",atomic_motion_or_gripper_command,high_precision_atomic_pattern,False,,,,,,,,,,,,
pool_e4e3f823853659d2,12040,bridge_data_v2,unfold the cloth,Grasp the Cloth,11,"Close the gripper at [81, 179], [84, 177], [85, 176], [86, 176], [88, 178], [90, 178], [88, 180], [86, 177], [89, 175], [85, 176]",multi_point_gripper_trace,two_or_more_coordinate_pairs,False,,,,,,,,,,,,
pool_7410ab4078e0d37f,35679,bridge_data_v2,move green broccoli to the upper right of the table,Move the Green Broccoli to the Upper Right of the Table,0,Move the broccoli towards the right,malformed_or_unclear,semantic_class_unclear_requires_manual_review,True,,,,,,,,,,,,
pool_7410ab4078e0d37f,35679,bridge_data_v2,move green broccoli to the upper right of the table,Move the Green Broccoli to the Upper Right of the Table,1,Move the Green Broccoli to the Upper Right of the Table,subtask_same_intent_paraphrase_candidate,canonical_subtask_exact_normalized_match,True,,,,,,,,,,,,
pool_7410ab4078e0d37f,35679,bridge_data_v2,move green broccoli to the upper right of the table,Move the Green Broccoli to the Upper Right of the Table,2,Move the green broccoli to the upper right of the table,subtask_same_intent_paraphrase_candidate,canonical_subtask_exact_normalized_match,True,,,,,,,,,,,,
pool_7410ab4078e0d37f,35679,bridge_data_v2,move green broccoli to the upper right of the table,Move the Green Broccoli to the Upper Right of the Table,3,"Carry the broccoli at [50, 175] towards [148, 89]",multi_point_gripper_trace,two_or_more_coordinate_pairs,True,,,,,,,,,,,,
pool_7410ab4078e0d37f,35679,bridge_data_v2,move green broccoli to the upper right of the table,Move the Green Broccoli to the Upper Right of the Table,4,Move the broccoli to the upper right,malformed_or_unclear,semantic_class_unclear_requires_manual_review,True,,,,,,,,,,,,
pool_7410ab4078e0d37f,35679,bridge_data_v2,move green broccoli to the upper right of the table,Move the Green Broccoli to the Upper Right of the Table,5,move green broccoli to the upper right of the table,task_level_language,shared_trajectory_task_exact_normalized_match,True,,,,,,,,,,,,
pool_7410ab4078e0d37f,35679,bridge_data_v2,move green broccoli to the upper right of the table,Move the Green Broccoli to the Upper Right of the Table,6,"Move along [50, 155], [58, 115], [100, 106], [126, 90], [147, 83] with the broccoli",multi_point_gripper_trace,two_or_more_coordinate_pairs,True,,,,,,,,,,,,
pool_b172c32fc263b38c,24478,bridge_data_v2,take a bleu box in the the top to pot in the right side,Final stop,0,Stop,atomic_motion_or_gripper_command,high_precision_atomic_pattern,False,,,,,,,,,,,,
pool_b172c32fc263b38c,24478,bridge_data_v2,take a bleu box in the the top to pot in the right side,Final stop,1,Move to final position,malformed_or_unclear,semantic_class_unclear_requires_manual_review,False,,,,,,,,,,,,
pool_b172c32fc263b38c,24478,bridge_data_v2,take a bleu box in the the top to pot in the right side,Final stop,2,"Stop at [153, 46]",point_coordinate_grounding,one_coordinate_pair,False,,,,,,,,,,,,
pool_b172c32fc263b38c,24478,bridge_data_v2,take a bleu box in the the top to pot in the right side,Final stop,3,take a bleu box in the the top to pot in the right side,task_level_language,shared_trajectory_task_exact_normalized_match,False,,,,,,,,,,,,
pool_b172c32fc263b38c,24478,bridge_data_v2,take a bleu box in the the top to pot in the right side,Final stop,4,Final stop,subtask_same_intent_paraphrase_candidate,canonical_subtask_exact_normalized_match,False,,,,,,,,,,,,
pool_afa41121c254f780,46045,bridge_data_v2,unfold the cloth from bottom right to top left,Move the cloth forward left and rotate counterclockwise,0,"Move the cloth to [75, 154] while rotating",hybrid_or_added_behavioral_semantics,coordinate_plus_terminal_action_direction_or_sequence,False,,,,,,,,,,,,
pool_afa41121c254f780,46045,bridge_data_v2,unfold the cloth from bottom right to top left,Move the cloth forward left and rotate counterclockwise,1,Move the cloth left and rotate it,malformed_or_unclear,semantic_class_unclear_requires_manual_review,False,,,,,,,,,,,,
pool_afa41121c254f780,46045,bridge_data_v2,unfold the cloth from bottom right to top left,Move the cloth forward left and rotate counterclockwise,2,Move the cloth forward left and rotate counterclockwise,subtask_same_intent_paraphrase_candidate,canonical_subtask_exact_normalized_match,False,,,,,,,,,,,,
pool_afa41121c254f780,46045,bridge_data_v2,unfold the cloth from bottom right to top left,Move the cloth forward left and rotate counterclockwise,3,Move the gripper forward left and rotate counterclockwise,malformed_or_unclear,semantic_class_unclear_requires_manual_review,False,,,,,,,,,,,,
pool_afa41121c254f780,46045,bridge_data_v2,unfold the cloth from bottom right to top left,Move the cloth forward left and rotate counterclockwise,4,Rotate the cloth counterclockwise while moving it left,hybrid_or_added_behavioral_semantics,sequencing_marker_or_additional_action_family,False,,,,,,,,,,,,
pool_afa41121c254f780,46045,bridge_data_v2,unfold the cloth from bottom right to top left,Move the cloth forward left and rotate counterclockwise,5,unfold the cloth from bottom right to top left,task_level_language,shared_trajectory_task_exact_normalized_match,False,,,,,,,,,,,,
pool_afa41121c254f780,46045,bridge_data_v2,unfold the cloth from bottom right to top left,Move the cloth forward left and rotate counterclockwise,6,"Move the cloth up and to the left, rotating it counterclockwise",malformed_or_unclear,semantic_class_unclear_requires_manual_review,False,,,,,,,,,,,,
pool_afa41121c254f780,46045,bridge_data_v2,unfold the cloth from bottom right to top left,Move the cloth forward left and rotate counterclockwise,7,Move the cloth diagonally left and rotate,malformed_or_unclear,semantic_class_unclear_requires_manual_review,False,,,,,,,,,,,,
pool_af4676d79e608cd0,17000,flap,put pan on stove and put stuffedduck in pan,Move Pan to Above Stove,0,Move Pan to Above Stove,subtask_same_intent_paraphrase_candidate,canonical_subtask_exact_normalized_match,False,,,,,,,,,,,,
pool_af4676d79e608cd0,17000,flap,put pan on stove and put stuffedduck in pan,Move Pan to Above Stove,1,put pan on stove and put stuffedduck in pan,task_level_language,shared_trajectory_task_exact_normalized_match,False,,,,,,,,,,,,
pool_af4676d79e608cd0,17000,flap,put pan on stove and put stuffedduck in pan,Move Pan to Above Stove,2,"Move the pan toward the stove at [169, 109]",point_coordinate_grounding,one_coordinate_pair,False,,,,,,,,,,,,
pool_af4676d79e608cd0,17000,flap,put pan on stove and put stuffedduck in pan,Move Pan to Above Stove,3,Position pan above stove,malformed_or_unclear,semantic_class_unclear_requires_manual_review,False,,,,,,,,,,,,
pool_af4676d79e608cd0,17000,flap,put pan on stove and put stuffedduck in pan,Move Pan to Above Stove,4,Move the pan above the stove,malformed_or_unclear,semantic_class_unclear_requires_manual_review,False,,,,,,,,,,,,
pool_af4676d79e608cd0,17000,flap,put pan on stove and put stuffedduck in pan,Move Pan to Above Stove,5,Move the pan down to the stove,malformed_or_unclear,semantic_class_unclear_requires_manual_review,False,,,,,,,,,,,,
pool_af4676d79e608cd0,17000,flap,put pan on stove and put stuffedduck in pan,Move Pan to Above Stove,6,Move the pan to the stove,malformed_or_unclear,semantic_class_unclear_requires_manual_review,False,,,,,,,,,,,,
pool_af4676d79e608cd0,17000,flap,put pan on stove and put stuffedduck in pan,Move Pan to Above Stove,7,"Move to [155, 119], [126, 58], [136, 102]",multi_point_gripper_trace,two_or_more_coordinate_pairs,False,,,,,,,,,,,,
pool_cec8d57288c89b1c,25345,flap,put stuffedduck in pot or pan an put pot or pan on stove,lift stuffed duck,0,Move up while grasping the stuffed duck,hybrid_or_added_behavioral_semantics,sequencing_marker_or_additional_action_family,False,,,,,,,,,,,,
pool_cec8d57288c89b1c,25345,flap,put stuffedduck in pot or pan an put pot or pan on stove,lift stuffed duck,1,put stuffedduck in pot or pan an put pot or pan on stove,task_level_language,shared_trajectory_task_exact_normalized_match,False,,,,,,,,,,,,
pool_cec8d57288c89b1c,25345,flap,put stuffedduck in pot or pan an put pot or pan on stove,lift stuffed duck,2,lift stuffed duck,subtask_same_intent_paraphrase_candidate,canonical_subtask_exact_normalized_match,False,,,,,,,,,,,,
pool_cec8d57288c89b1c,25345,flap,put stuffedduck in pot or pan an put pot or pan on stove,lift stuffed duck,3,"Move up from [66, 96] to [62, 87] with the stuffed duck",multi_point_gripper_trace,two_or_more_coordinate_pairs,False,,,,,,,,,,,,
pool_cec8d57288c89b1c,25345,flap,put stuffedduck in pot or pan an put pot or pan on stove,lift stuffed duck,4,Lift the stuffed duck upwards,malformed_or_unclear,semantic_class_unclear_requires_manual_review,False,,,,,,,,,,,,
pool_cec8d57288c89b1c,25345,flap,put stuffedduck in pot or pan an put pot or pan on stove,lift stuffed duck,5,Lift the stuffed duck,malformed_or_unclear,semantic_class_unclear_requires_manual_review,False,,,,,,,,,,,,
pool_cec8d57288c89b1c,25345,flap,put stuffedduck in pot or pan an put pot or pan on stove,lift stuffed duck,6,Lift the stuffed duck after grasping,hybrid_or_added_behavioral_semantics,sequencing_marker_or_additional_action_family,False,,,,,,,,,,,,
pool_bc62b600622fa93f,21543,flap,put pot or pan on stove and put corncob in pot or pan,Release pot/pan on stove,0,Release pot/pan on stove,subtask_same_intent_paraphrase_candidate,canonical_subtask_exact_normalized_match,False,,,,,,,,,,,,
pool_bc62b600622fa93f,21543,flap,put pot or pan on stove and put corncob in pot or pan,Release pot/pan on stove,1,"Release the pot/pan at [192, 84]",point_coordinate_grounding,one_coordinate_pair,False,,,,,,,,,,,,
pool_bc62b600622fa93f,21543,flap,put pot or pan on stove and put corncob in pot or pan,Release pot/pan on stove,2,"Open the gripper at [231, 86]",point_coordinate_grounding,one_coordinate_pair,False,,,,,,,,,,,,
pool_bc62b600622fa93f,21543,flap,put pot or pan on stove and put corncob in pot or pan,Release pot/pan on stove,3,Open gripper to release the pot/pan,hybrid_or_added_behavioral_semantics,sequencing_marker_or_additional_action_family,False,,,,,,,,,,,,
pool_bc62b600622fa93f,21543,flap,put pot or pan on stove and put corncob in pot or pan,Release pot/pan on stove,4,"Release the pot/pan at [191, 89]",point_coordinate_grounding,one_coordinate_pair,False,,,,,,,,,,,,
pool_bc62b600622fa93f,21543,flap,put pot or pan on stove and put corncob in pot or pan,Release pot/pan on stove,5,put pot or pan on stove and put corncob in pot or pan,task_level_language,shared_trajectory_task_exact_normalized_match,False,,,,,,,,,,,,
pool_bc62b600622fa93f,21543,flap,put pot or pan on stove and put corncob in pot or pan,Release pot/pan on stove,6,Open the gripper to release the pot/pan,hybrid_or_added_behavioral_semantics,sequencing_marker_or_additional_action_family,False,,,,,,,,,,,,
pool_bc62b600622fa93f,21543,flap,put pot or pan on stove and put corncob in pot or pan,Release pot/pan on stove,7,Release the pot/pan on the stove,malformed_or_unclear,semantic_class_unclear_requires_manual_review,False,,,,,,,,,,,,
pool_1ac4c96e85a7669d,10,flap,end effector reaching pot or pan,Move end effector horizontally towards pot/pan,0,Move end effector horizontally towards pot/pan,subtask_same_intent_paraphrase_candidate,canonical_subtask_exact_normalized_match,False,,,,,,,,,,,,
pool_1ac4c96e85a7669d,10,flap,end effector reaching pot or pan,Move end effector horizontally towards pot/pan,1,"Move the end effector closer to the pot at [114, 66]",point_coordinate_grounding,one_coordinate_pair,False,,,,,,,,,,,,
pool_1ac4c96e85a7669d,10,flap,end effector reaching pot or pan,Move end effector horizontally towards pot/pan,2,end effector reaching pot or pan,task_level_language,shared_trajectory_task_exact_normalized_match,False,,,,,,,,,,,,
pool_1ac4c96e85a7669d,10,flap,end effector reaching pot or pan,Move end effector horizontally towards pot/pan,3,"Move the end effector horizontally along [146, 97], [150, 104], [157, 100], [147, 96], [210, 98] towards the pot at [114, 66]",multi_point_gripper_trace,two_or_more_coordinate_pairs,False,,,,,,,,,,,,
pool_1ac4c96e85a7669d,10,flap,end effector reaching pot or pan,Move end effector horizontally towards pot/pan,4,"Move the end effector to the right, from [146, 97] to [211, 96]",multi_point_gripper_trace,two_or_more_coordinate_pairs,False,,,,,,,,,,,,
pool_1ac4c96e85a7669d,10,flap,end effector reaching pot or pan,Move end effector horizontally towards pot/pan,5,Move the end effector to the right towards the pot,malformed_or_unclear,semantic_class_unclear_requires_manual_review,False,,,,,,,,,,,,
pool_1ac4c96e85a7669d,10,flap,end effector reaching pot or pan,Move end effector horizontally towards pot/pan,6,"Move the end effector horizontally along <gripper positions throughout subtask> towards the pot at [114, 66]",malformed_or_unclear,unresolved_placeholder,False,,,,,,,,,,,,
pool_1ac4c96e85a7669d,10,flap,end effector reaching pot or pan,Move end effector horizontally towards pot/pan,7,Move the end effector horizontally towards the pot,malformed_or_unclear,semantic_class_unclear_requires_manual_review,False,,,,,,,,,,,,
pool_1ac4c96e85a7669d,10,flap,end effector reaching pot or pan,Move end effector horizontally towards pot/pan,8,"Move right to [210, 98]",point_coordinate_grounding,one_coordinate_pair,False,,,,,,,,,,,,
pool_2a15e6baa66564de,28060,flap,put pan on stove and put stuffedduck in pan,Lift the pan,0,Lift the pan,subtask_same_intent_paraphrase_candidate,canonical_subtask_exact_normalized_match,False,,,,,,,,,,,,
pool_2a15e6baa66564de,28060,flap,put pan on stove and put stuffedduck in pan,Lift the pan,1,put pan on stove and put stuffedduck in pan,task_level_language,shared_trajectory_task_exact_normalized_match,False,,,,,,,,,,,,
pool_2a15e6baa66564de,28060,flap,put pan on stove and put stuffedduck in pan,Lift the pan,2,"Move up to [177, 114]",point_coordinate_grounding,one_coordinate_pair,False,,,,,,,,,,,,
pool_2a15e6baa66564de,28060,flap,put pan on stove and put stuffedduck in pan,Lift the pan,3,"Move up from [161, 86] to lift the pan",point_coordinate_grounding,one_coordinate_pair,False,,,,,,,,,,,,
pool_2a15e6baa66564de,28060,flap,put pan on stove and put stuffedduck in pan,Lift the pan,4,Move the pan up,malformed_or_unclear,semantic_class_unclear_requires_manual_review,False,,,,,,,,,,,,
pool_2a15e6baa66564de,28060,flap,put pan on stove and put stuffedduck in pan,Lift the pan,5,Raise the pan,subtask_same_intent_paraphrase_candidate,matching_action_family_and_no_added_entities,False,,,,,,,,,,,,
pool_2a15e6baa66564de,28060,flap,put pan on stove and put stuffedduck in pan,Lift the pan,6,"Move the pan up, going to [177, 114], [180, 114], [172, 114]",multi_point_gripper_trace,two_or_more_coordinate_pairs,False,,,,,,,,,,,,
pool_5d53595518a64809,26108,flap,put pan on stove and put stuffedpig in pan,Grasp Pan,0,"move down and close the gripper around the pan at [197, 98]",point_coordinate_grounding,one_coordinate_pair,False,,,,,,,,,,,,
pool_5d53595518a64809,26108,flap,put pan on stove and put stuffedpig in pan,Grasp Pan,1,close the gripper around the pan,malformed_or_unclear,semantic_class_unclear_requires_manual_review,False,,,,,,,,,,,,
pool_5d53595518a64809,26108,flap,put pan on stove and put stuffedpig in pan,Grasp Pan,2,Grasp Pan,subtask_same_intent_paraphrase_candidate,canonical_subtask_exact_normalized_match,False,,,,,,,,,,,,
pool_5d53595518a64809,26108,flap,put pan on stove and put stuffedpig in pan,Grasp Pan,3,"close the gripper at [164, 40]",point_coordinate_grounding,one_coordinate_pair,False,,,,,,,,,,,,
pool_5d53595518a64809,26108,flap,put pan on stove and put stuffedpig in pan,Grasp Pan,4,put pan on stove and put stuffedpig in pan,task_level_language,shared_trajectory_task_exact_normalized_match,False,,,,,,,,,,,,
pool_5d53595518a64809,26108,flap,put pan on stove and put stuffedpig in pan,Grasp Pan,5,"close the gripper at [166, 80]",point_coordinate_grounding,one_coordinate_pair,False,,,,,,,,,,,,
pool_9362000dee317dcf,35069,flap,put pickle in pot or pan an put pot or pan on stove,Move Pot/Pan to Stove,0,Move the pot/pan toward the stove,malformed_or_unclear,semantic_class_unclear_requires_manual_review,False,,,,,,,,,,,,
pool_9362000dee317dcf,35069,flap,put pickle in pot or pan an put pot or pan on stove,Move Pot/Pan to Stove,1,Move Pot/Pan to Stove,subtask_same_intent_paraphrase_candidate,canonical_subtask_exact_normalized_match,False,,,,,,,,,,,,
pool_9362000dee317dcf,35069,flap,put pickle in pot or pan an put pot or pan on stove,Move Pot/Pan to Stove,2,"Move to [151, 78], [158, 72], [146, 109], [182, 68], [194, 74] with the pot/pan",multi_point_gripper_trace,two_or_more_coordinate_pairs,False,,,,,,,,,,,,
pool_9362000dee317dcf,35069,flap,put pickle in pot or pan an put pot or pan on stove,Move Pot/Pan to Stove,3,"Move the pot/pan to the stove at [176, 117]",point_coordinate_grounding,one_coordinate_pair,False,,,,,,,,,,,,
pool_9362000dee317dcf,35069,flap,put pickle in pot or pan an put pot or pan on stove,Move Pot/Pan to Stove,4,Move pot/pan to stove,subtask_same_intent_paraphrase_candidate,canonical_subtask_exact_normalized_match,False,,,,,,,,,,,,
pool_9362000dee317dcf,35069,flap,put pickle in pot or pan an put pot or pan on stove,Move Pot/Pan to Stove,5,Reposition the pot/pan,malformed_or_unclear,semantic_class_unclear_requires_manual_review,False,,,,,,,,,,,,
pool_9362000dee317dcf,35069,flap,put pickle in pot or pan an put pot or pan on stove,Move Pot/Pan to Stove,6,Move to the right with the pot/pan,malformed_or_unclear,semantic_class_unclear_requires_manual_review,False,,,,,,,,,,,,
pool_9362000dee317dcf,35069,flap,put pickle in pot or pan an put pot or pan on stove,Move Pot/Pan to Stove,7,Bring the pot/pan closer to the stove,malformed_or_unclear,semantic_class_unclear_requires_manual_review,False,,,,,,,,,,,,
pool_9362000dee317dcf,35069,flap,put pickle in pot or pan an put pot or pan on stove,Move Pot/Pan to Stove,8,put pickle in pot or pan an put pot or pan on stove,task_level_language,shared_trajectory_task_exact_normalized_match,False,,,,,,,,,,,,
pool_9b1e8cbdeafa2e08,45007,flap,put blueberry on plate and potato in pot or pan on stove,grasp potato,0,grasp potato,subtask_same_intent_paraphrase_candidate,canonical_subtask_exact_normalized_match,False,,,,,,,,,,,,
pool_9b1e8cbdeafa2e08,45007,flap,put blueberry on plate and potato in pot or pan on stove,grasp potato,1,close gripper to grab the potato,hybrid_or_added_behavioral_semantics,sequencing_marker_or_additional_action_family,False,,,,,,,,,,,,
pool_9b1e8cbdeafa2e08,45007,flap,put blueberry on plate and potato in pot or pan on stove,grasp potato,2,put blueberry on plate and potato in pot or pan on stove,task_level_language,shared_trajectory_task_exact_normalized_match,False,,,,,,,,,,,,
pool_9b1e8cbdeafa2e08,45007,flap,put blueberry on plate and potato in pot or pan on stove,grasp potato,3,"close gripper at [144, 112], [147, 106], [143, 92], [147, 108]",multi_point_gripper_trace,two_or_more_coordinate_pairs,False,,,,,,,,,,,,
pool_9b1e8cbdeafa2e08,45007,flap,put blueberry on plate and potato in pot or pan on stove,grasp potato,4,"grasp the potato at [144, 114]",point_coordinate_grounding,one_coordinate_pair,False,,,,,,,,,,,,
pool_9b1e8cbdeafa2e08,45007,flap,put blueberry on plate and potato in pot or pan on stove,grasp potato,5,close the gripper around the potato,malformed_or_unclear,semantic_class_unclear_requires_manual_review,False,,,,,,,,,,,,
pool_9b1e8cbdeafa2e08,45007,flap,put blueberry on plate and potato in pot or pan on stove,grasp potato,6,"close gripper around potato at [144, 114]",point_coordinate_grounding,one_coordinate_pair,False,,,,,,,,,,,,
pool_9b1e8cbdeafa2e08,45007,flap,put blueberry on plate and potato in pot or pan on stove,grasp potato,7,close gripper,atomic_motion_or_gripper_command,high_precision_atomic_pattern,False,,,,,,,,,,,,
pool_9b1e8cbdeafa2e08,45007,flap,put blueberry on plate and potato in pot or pan on stove,grasp potato,8,grasp the potato,subtask_same_intent_paraphrase_candidate,matching_action_family_and_no_added_entities,False,,,,,,,,,,,,
pool_bdb031a3e7eda3b4,29079,flap,end effector transition from object to pot or pan,Stop and release object in pot/pan,0,stop above the pot or pan,malformed_or_unclear,semantic_class_unclear_requires_manual_review,True,,,,,,,,,,,,
pool_bdb031a3e7eda3b4,29079,flap,end effector transition from object to pot or pan,Stop and release object in pot/pan,1,"release object in pot or pan at [201, 108]",point_coordinate_grounding,one_coordinate_pair,True,,,,,,,,,,,,
pool_bdb031a3e7eda3b4,29079,flap,end effector transition from object to pot or pan,Stop and release object in pot/pan,2,Stop and release object in pot/pan,subtask_same_intent_paraphrase_candidate,canonical_subtask_exact_normalized_match,True,,,,,,,,,,,,
pool_bdb031a3e7eda3b4,29079,flap,end effector transition from object to pot or pan,Stop and release object in pot/pan,3,release the object,malformed_or_unclear,semantic_class_unclear_requires_manual_review,True,,,,,,,,,,,,
pool_bdb031a3e7eda3b4,29079,flap,end effector transition from object to pot or pan,Stop and release object in pot/pan,4,end effector transition from object to pot or pan,task_level_language,shared_trajectory_task_exact_normalized_match,True,,,,,,,,,,,,
pool_bdb031a3e7eda3b4,29079,flap,end effector transition from object to pot or pan,Stop and release object in pot/pan,5,"stop at [141, 110], [157, 86], [159, 121] to release object",multi_point_gripper_trace,two_or_more_coordinate_pairs,True,,,,,,,,,,,,
pool_bdb031a3e7eda3b4,29079,flap,end effector transition from object to pot or pan,Stop and release object in pot/pan,6,stop and release above the pot or pan,malformed_or_unclear,semantic_class_unclear_requires_manual_review,True,,,,,,,,,,,,
pool_bdb031a3e7eda3b4,29079,flap,end effector transition from object to pot or pan,Stop and release object in pot/pan,7,"stop at [141, 110]",point_coordinate_grounding,one_coordinate_pair,True,,,,,,,,,,,,
pool_9d6f603f59649b03,6403,flap,put egg on plate and stuffedduck in pot or pan on stove,Stop,0,Stop,atomic_motion_or_gripper_command,high_precision_atomic_pattern,True,,,,,,,,,,,,
pool_9d6f603f59649b03,6403,flap,put egg on plate and stuffedduck in pot or pan on stove,Stop,1,Terminate the process,malformed_or_unclear,semantic_class_unclear_requires_manual_review,True,,,,,,,,,,,,
pool_9d6f603f59649b03,6403,flap,put egg on plate and stuffedduck in pot or pan on stove,Stop,2,End the demonstration,malformed_or_unclear,semantic_class_unclear_requires_manual_review,True,,,,,,,,,,,,
pool_9d6f603f59649b03,6403,flap,put egg on plate and stuffedduck in pot or pan on stove,Stop,3,put egg on plate and stuffedduck in pot or pan on stove,task_level_language,shared_trajectory_task_exact_normalized_match,True,,,,,,,,,,,,
pool_9d6f603f59649b03,6403,flap,put egg on plate and stuffedduck in pot or pan on stove,Stop,4,"Stop at [113, 25], [116, 30], [117, 33], [121, 29], [136, 45], [148, 48], [148, 48]",multi_point_gripper_trace,two_or_more_coordinate_pairs,True,,,,,,,,,,,,
pool_9d6f603f59649b03,6403,flap,put egg on plate and stuffedduck in pot or pan on stove,Stop,5,"Move right until you get to [148, 48] then stop",hybrid_or_added_behavioral_semantics,coordinate_plus_terminal_action_direction_or_sequence,True,,,,,,,,,,,,
pool_1b42f59fc6844cb0,47175,flap,put pot or pan on stove and put corncob in pot or pan,Move to Corncob,0,Move to the location of the corncob,subtask_same_intent_paraphrase_candidate,matching_action_family_and_no_added_entities,True,,,,,,,,,,,,
pool_1b42f59fc6844cb0,47175,flap,put pot or pan on stove and put corncob in pot or pan,Move to Corncob,1,Move from stove to the corncob,malformed_or_unclear,semantic_class_unclear_requires_manual_review,True,,,,,,,,,,,,
pool_1b42f59fc6844cb0,47175,flap,put pot or pan on stove and put corncob in pot or pan,Move to Corncob,2,"Move to [162, 84], [160, 120], [180, 131], [168, 124], [209, 123] to reach the corncob",multi_point_gripper_trace,two_or_more_coordinate_pairs,True,,,,,,,,,,,,
pool_1b42f59fc6844cb0,47175,flap,put pot or pan on stove and put corncob in pot or pan,Move to Corncob,3,Move to Corncob,subtask_same_intent_paraphrase_candidate,canonical_subtask_exact_normalized_match,True,,,,,,,,,,,,
pool_1b42f59fc6844cb0,47175,flap,put pot or pan on stove and put corncob in pot or pan,Move to Corncob,4,Move to the corncob,subtask_same_intent_paraphrase_candidate,matching_action_family_and_no_added_entities,True,,,,,,,,,,,,
pool_1b42f59fc6844cb0,47175,flap,put pot or pan on stove and put corncob in pot or pan,Move to Corncob,5,"Move the gripper towards the corncob at [109, 126]",point_coordinate_grounding,one_coordinate_pair,True,,,,,,,,,,,,
pool_1b42f59fc6844cb0,47175,flap,put pot or pan on stove and put corncob in pot or pan,Move to Corncob,6,"Approach the corncob at [109, 126]",point_coordinate_grounding,one_coordinate_pair,True,,,,,,,,,,,,
pool_1b42f59fc6844cb0,47175,flap,put pot or pan on stove and put corncob in pot or pan,Move to Corncob,7,put pot or pan on stove and put corncob in pot or pan,task_level_language,shared_trajectory_task_exact_normalized_match,True,,,,,,,,,,,,
pool_51a6e5a8c19831da,14449,icra,move the red thing to the outside upper of the right silver pot,Release the Red Thing,0,"Release the object at [240, 128]",point_coordinate_grounding,one_coordinate_pair,False,,,,,,,,,,,,
pool_51a6e5a8c19831da,14449,icra,move the red thing to the outside upper of the right silver pot,Release the Red Thing,1,Open the gripper and let go of the red thing,hybrid_or_added_behavioral_semantics,sequencing_marker_or_additional_action_family,False,,,,,,,,,,,,
pool_51a6e5a8c19831da,14449,icra,move the red thing to the outside upper of the right silver pot,Release the Red Thing,2,"Open the gripper at [231, 114]",point_coordinate_grounding,one_coordinate_pair,False,,,,,,,,,,,,
